ticker,metric,falsification,label,stated_value,true_value,overall_label,numeric_verdict,final_confidence,tool_binary,correct,error_type,reason,claim
MSFT,net income,paraphrase,true,101800000000.0,101832000000,High,verified,0.732,credible,True,,"matched 101,800,000,000 for FY 2025",MICROSOFT CORPORATION's fiscal 2025 annual net income was approximately $101.8 billion.
MSFT,net income,paraphrase,false,132400000000.0,101832000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 132,400,000,000 for FY 2025; filings report 101,832,000,000",MICROSOFT CORPORATION's fiscal 2025 annual net income was approximately $132.4 billion.
NVDA,revenue,direction,true,,215938000000,Medium,not_applicable,0.681,uncertain,False,hedged_medium,,NVIDIA CORP's annual revenue increased year over year in fiscal 2026 compared with the prior fiscal year.
NVDA,revenue,direction,false,,215938000000,Medium,not_applicable,0.681,uncertain,False,hedged_medium,,NVIDIA CORP's annual revenue decreased year over year in fiscal 2026 compared with the prior fiscal year.
NVDA,revenue,paraphrase,true,215900000000.0,215938000000,High,verified,0.74,credible,True,,"matched 215,900,000,000 for FY 2026",NVIDIA CORP's fiscal 2026 annual revenue was approximately $215.9 billion.
NVDA,revenue,paraphrase,false,280700000000.0,215938000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 280,700,000,000 for FY 2026; filings report 215,938,000,000",NVIDIA CORP's fiscal 2026 annual revenue was approximately $280.7 billion.
NVDA,net income,direction,true,,120067000000,Medium,not_applicable,0.683,uncertain,False,hedged_medium,,NVIDIA CORP's annual net income increased year over year in fiscal 2026 compared with the prior fiscal year.
NVDA,net income,direction,false,,120067000000,Medium,not_applicable,0.683,uncertain,False,hedged_medium,,NVIDIA CORP's annual net income decreased year over year in fiscal 2026 compared with the prior fiscal year.
NVDA,net income,paraphrase,true,120100000000.0,120067000000,High,verified,0.741,credible,True,,"matched 120,100,000,000 for FY 2026",NVIDIA CORP's fiscal 2026 annual net income was approximately $120.1 billion.
NVDA,net income,paraphrase,false,156100000000.0,120067000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 156,100,000,000 for FY 2026; filings report 120,067,000,000",NVIDIA CORP's fiscal 2026 annual net income was approximately $156.1 billion.
GOOGL,revenue,direction,true,,402836000000,Medium,not_applicable,0.682,uncertain,False,hedged_medium,,Alphabet Inc.'s annual revenue increased year over year in fiscal 2025 compared with the prior fiscal year.
GOOGL,revenue,direction,false,,402836000000,Medium,not_applicable,0.682,uncertain,False,hedged_medium,,Alphabet Inc.'s annual revenue decreased year over year in fiscal 2025 compared with the prior fiscal year.
GOOGL,revenue,paraphrase,true,402800000000.0,402836000000,High,verified,0.741,credible,True,,"matched 402,800,000,000 for FY 2025",Alphabet Inc.'s fiscal 2025 annual revenue was approximately $402.8 billion.
GOOGL,revenue,paraphrase,false,523700000000.00006,402836000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 523,700,000,000 for FY 2025; filings report 402,836,000,000",Alphabet Inc.'s fiscal 2025 annual revenue was approximately $523.7 billion.
GOOGL,net income,direction,true,,132170000000,Medium,not_applicable,0.685,uncertain,False,hedged_medium,,Alphabet Inc.'s annual net income increased year over year in fiscal 2025 compared with the prior fiscal year.
GOOGL,net income,direction,false,,132170000000,Medium,not_applicable,0.685,uncertain,False,hedged_medium,,Alphabet Inc.'s annual net income decreased year over year in fiscal 2025 compared with the prior fiscal year.
GOOGL,net income,paraphrase,true,132199999999.99998,132170000000,High,verified,0.742,credible,True,,"matched 132,200,000,000 for FY 2025",Alphabet Inc.'s fiscal 2025 annual net income was approximately $132.2 billion.
GOOGL,net income,paraphrase,false,171800000000.0,132170000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 171,800,000,000 for FY 2025; filings report 132,170,000,000",Alphabet Inc.'s fiscal 2025 annual net income was approximately $171.8 billion.
AMZN,revenue,direction,true,,716924000000,Medium,not_applicable,0.682,uncertain,False,hedged_medium,,"AMAZON.COM, INC.'s annual revenue increased year over year in fiscal 2025 compared with the prior fiscal year."
AMZN,revenue,direction,false,,716924000000,Medium,not_applicable,0.682,uncertain,False,hedged_medium,,"AMAZON.COM, INC.'s annual revenue decreased year over year in fiscal 2025 compared with the prior fiscal year."
AMZN,revenue,paraphrase,true,716900000000.0,716924000000,High,verified,0.741,credible,True,,"matched 716,900,000,000 for FY 2025","AMAZON.COM, INC.'s fiscal 2025 annual revenue was approximately $716.9 billion."
AMZN,revenue,paraphrase,false,932000000000.0,716924000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 932,000,000,000 for FY 2025; filings report 716,924,000,000","AMAZON.COM, INC.'s fiscal 2025 annual revenue was approximately $932.0 billion."
AMZN,net income,direction,true,,77670000000,Medium,not_applicable,0.687,uncertain,False,hedged_medium,,"AMAZON.COM, INC.'s annual net income increased year over year in fiscal 2025 compared with the prior fiscal year."
AMZN,net income,direction,false,,77670000000,Medium,not_applicable,0.687,uncertain,False,hedged_medium,,"AMAZON.COM, INC.'s annual net income decreased year over year in fiscal 2025 compared with the prior fiscal year."
AMZN,net income,paraphrase,true,77700000000.0,77670000000,High,verified,0.744,credible,True,,"matched 77,700,000,000 for FY 2025","AMAZON.COM, INC.'s fiscal 2025 annual net income was approximately $77.7 billion."
AMZN,net income,paraphrase,false,101000000000.0,77670000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 101,000,000,000 for FY 2025; filings report 65,944,000,000, 70,623,000,000, 76,482,000,000, 77,670,000,000","AMAZON.COM, INC.'s fiscal 2025 annual net income was approximately $101.0 billion."
META,revenue,direction,true,,200966000000,Medium,not_applicable,0.672,uncertain,False,hedged_medium,,"Meta Platforms, Inc.'s annual revenue increased year over year in fiscal 2025 compared with the prior fiscal year."
META,revenue,direction,false,,200966000000,Medium,not_applicable,0.672,uncertain,False,hedged_medium,,"Meta Platforms, Inc.'s annual revenue decreased year over year in fiscal 2025 compared with the prior fiscal year."
META,revenue,paraphrase,true,201000000000.0,200966000000,High,verified,0.737,credible,True,,"matched 201,000,000,000 for FY 2025","Meta Platforms, Inc.'s fiscal 2025 annual revenue was approximately $201.0 billion."
META,revenue,paraphrase,false,261300000000.0,200966000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 261,300,000,000 for FY 2025; filings report 200,966,000,000","Meta Platforms, Inc.'s fiscal 2025 annual revenue was approximately $261.3 billion."
META,net income,direction,false,,60458000000,Medium,not_applicable,0.678,uncertain,False,hedged_medium,,"Meta Platforms, Inc.'s annual net income increased year over year in fiscal 2025 compared with the prior fiscal year."
META,net income,direction,true,,60458000000,Medium,not_applicable,0.678,uncertain,False,hedged_medium,,"Meta Platforms, Inc.'s annual net income decreased year over year in fiscal 2025 compared with the prior fiscal year."
META,net income,paraphrase,true,60500000000.0,60458000000,High,verified,0.741,credible,True,,"matched 60,500,000,000 for FY 2025","Meta Platforms, Inc.'s fiscal 2025 annual net income was approximately $60.5 billion."
META,net income,paraphrase,false,78600000000.0,60458000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 78,600,000,000 for FY 2025; filings report 60,458,000,000","Meta Platforms, Inc.'s fiscal 2025 annual net income was approximately $78.6 billion."
TSLA,revenue,direction,false,,94827000000,Medium,not_applicable,0.675,uncertain,False,hedged_medium,,"Tesla, Inc.'s annual revenue increased year over year in fiscal 2025 compared with the prior fiscal year."
TSLA,revenue,direction,true,,94827000000,Medium,not_applicable,0.675,uncertain,False,hedged_medium,,"Tesla, Inc.'s annual revenue decreased year over year in fiscal 2025 compared with the prior fiscal year."
TSLA,revenue,paraphrase,true,94800000000.0,94827000000,High,verified,0.736,credible,True,,"matched 94,800,000,000 for FY 2025","Tesla, Inc.'s fiscal 2025 annual revenue was approximately $94.8 billion."
TSLA,revenue,paraphrase,false,123300000000.0,94827000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 123,300,000,000 for FY 2025; filings report 94,827,000,000","Tesla, Inc.'s fiscal 2025 annual revenue was approximately $123.3 billion."
TSLA,net income,direction,false,,3794000000,Medium,not_applicable,0.672,uncertain,False,hedged_medium,,"Tesla, Inc.'s annual net income increased year over year in fiscal 2025 compared with the prior fiscal year."
TSLA,net income,direction,true,,3794000000,Medium,not_applicable,0.672,uncertain,False,hedged_medium,,"Tesla, Inc.'s annual net income decreased year over year in fiscal 2025 compared with the prior fiscal year."
TSLA,net income,paraphrase,true,3800000000.0,3794000000,High,verified,0.734,credible,True,,"matched 3,800,000,000 for FY 2025","Tesla, Inc.'s fiscal 2025 annual net income was approximately $3.8 billion."
TSLA,net income,paraphrase,false,4900000000.0,3794000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 4,900,000,000 for FY 2025; filings report 3,794,000,000","Tesla, Inc.'s fiscal 2025 annual net income was approximately $4.9 billion."
NFLX,revenue,direction,true,,45183036000,Medium,not_applicable,0.658,uncertain,False,hedged_medium,,"Netflix, Inc.'s annual revenue increased year over year in fiscal 2025 compared with the prior fiscal year."
NFLX,revenue,direction,false,,45183036000,Medium,not_applicable,0.658,uncertain,False,hedged_medium,,"Netflix, Inc.'s annual revenue decreased year over year in fiscal 2025 compared with the prior fiscal year."
NFLX,revenue,paraphrase,true,45200000000.0,45183036000,High,verified,0.724,credible,True,,"matched 45,200,000,000 for FY 2025","Netflix, Inc.'s fiscal 2025 annual revenue was approximately $45.2 billion."
NFLX,revenue,paraphrase,false,58700000000.0,45183036000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 58,700,000,000 for FY 2025; filings report 45,183,036,000","Netflix, Inc.'s fiscal 2025 annual revenue was approximately $58.7 billion."
NFLX,net income,direction,true,,10981201000,Medium,not_applicable,0.666,uncertain,False,hedged_medium,,"Netflix, Inc.'s annual net income increased year over year in fiscal 2025 compared with the prior fiscal year."
NFLX,net income,direction,false,,10981201000,Medium,not_applicable,0.666,uncertain,False,hedged_medium,,"Netflix, Inc.'s annual net income decreased year over year in fiscal 2025 compared with the prior fiscal year."
NFLX,net income,paraphrase,true,11000000000.0,10981201000,High,verified,0.73,credible,True,,"matched 11,000,000,000 for FY 2025","Netflix, Inc.'s fiscal 2025 annual net income was approximately $11.0 billion."
NFLX,net income,paraphrase,false,14300000000.0,10981201000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 14,300,000,000 for FY 2025; filings report 10,981,000,000","Netflix, Inc.'s fiscal 2025 annual net income was approximately $14.3 billion."
JPM,revenue,direction,true,,182447000000,Medium,not_applicable,0.658,uncertain,False,hedged_medium,,JPMORGAN CHASE & CO's annual revenue increased year over year in fiscal 2025 compared with the prior fiscal year.
JPM,revenue,direction,false,,182447000000,Medium,not_applicable,0.658,uncertain,False,hedged_medium,,JPMORGAN CHASE & CO's annual revenue decreased year over year in fiscal 2025 compared with the prior fiscal year.
JPM,revenue,paraphrase,true,182400000000.0,182447000000,High,verified,0.724,credible,True,,"matched 182,400,000,000 for FY 2025",JPMORGAN CHASE & CO's fiscal 2025 annual revenue was approximately $182.4 billion.
JPM,revenue,paraphrase,false,237200000000.0,182447000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 237,200,000,000 for FY 2025; filings report 182,447,000,000",JPMORGAN CHASE & CO's fiscal 2025 annual revenue was approximately $237.2 billion.
JPM,net income,direction,false,,57048000000,Medium,not_applicable,0.661,uncertain,False,hedged_medium,,JPMORGAN CHASE & CO's annual net income increased year over year in fiscal 2025 compared with the prior fiscal year.
JPM,net income,direction,true,,57048000000,Medium,not_applicable,0.661,uncertain,False,hedged_medium,,JPMORGAN CHASE & CO's annual net income decreased year over year in fiscal 2025 compared with the prior fiscal year.
JPM,net income,paraphrase,true,57000000000.0,57048000000,High,verified,0.728,credible,True,,"matched 57,000,000,000 for FY 2025",JPMORGAN CHASE & CO's fiscal 2025 annual net income was approximately $57.0 billion.
JPM,net income,paraphrase,false,74200000000.0,57048000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 74,200,000,000 for FY 2025; filings report 57,000,000,000",JPMORGAN CHASE & CO's fiscal 2025 annual net income was approximately $74.2 billion.
XOM,revenue,direction,false,,332238000000,Medium,not_applicable,0.676,uncertain,False,hedged_medium,,Exxon Mobil Corporation's annual revenue increased year over year in fiscal 2025 compared with the prior fiscal year.
XOM,revenue,direction,true,,332238000000,Medium,not_applicable,0.676,uncertain,False,hedged_medium,,Exxon Mobil Corporation's annual revenue decreased year over year in fiscal 2025 compared with the prior fiscal year.
XOM,revenue,paraphrase,true,332200000000.0,332238000000,High,verified,0.737,credible,True,,"matched 332,200,000,000 for FY 2025",Exxon Mobil Corporation's fiscal 2025 annual revenue was approximately $332.2 billion.
XOM,revenue,paraphrase,false,431900000000.0,332238000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 431,900,000,000 for FY 2025; filings report 332,238,000,000",Exxon Mobil Corporation's fiscal 2025 annual revenue was approximately $431.9 billion.
XOM,net income,direction,false,,28844000000,Medium,not_applicable,0.676,uncertain,False,hedged_medium,,Exxon Mobil Corporation's annual net income increased year over year in fiscal 2025 compared with the prior fiscal year.
XOM,net income,direction,true,,28844000000,Medium,not_applicable,0.676,uncertain,False,hedged_medium,,Exxon Mobil Corporation's annual net income decreased year over year in fiscal 2025 compared with the prior fiscal year.
XOM,net income,paraphrase,true,28800000000.0,28844000000,High,verified,0.738,credible,True,,"matched 28,800,000,000 for FY 2025",Exxon Mobil Corporation's fiscal 2025 annual net income was approximately $28.8 billion.
XOM,net income,paraphrase,false,37500000000.0,28844000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 37,500,000,000 for FY 2025; filings report 28,844,000,000",Exxon Mobil Corporation's fiscal 2025 annual net income was approximately $37.5 billion.
