ticker,falsification,label,stated_value,true_value,verdict,tool_binary,correct,final_confidence,human_review,reason,claim
GOOGL,wrong_time,false,402836000000,350018000000,supported,credible,False,0.895,False,Numeric values are partially supported by available evidence.,Alphabet Inc. reported annual revenue of 402836000000 for the fiscal year ending 2024-12-31.
GOOGL,none,true,132170000000,132170000000,contradicted,not_credible,False,0.885,True,"The claim of a reported annual net income of 132170000000 for the fiscal year ending 2025-12-31 is not supported by the available evidence, which only includes net income figures for Q1 of 2026 and does not provide any information for the fiscal year 2025.",Alphabet Inc. reported annual net income of 132170000000 for the fiscal year ending 2025-12-31.
GOOGL,number_big,false,198255000000,132170000000,contradicted,not_credible,True,0.885,True,"The claim of a reported annual net income of 198,255,000,000 for the fiscal year ending 2025-12-31 is not supported by the available evidence. The evidence provided pertains to net income figures for 2026 and does not include any data for the fiscal year 2025.",Alphabet Inc. reported annual net income of 198255000000 for the fiscal year ending 2025-12-31.
GOOGL,number_small,false,137457000000,132170000000,contradicted,not_credible,True,0.885,True,The claim of a reported annual net income of 137457000000 for the fiscal year ending 2025-12-31 is not supported by the available evidence. The evidence provided pertains to net income figures for the fiscal year 2026 and does not include any data for the fiscal year 2025.,Alphabet Inc. reported annual net income of 137457000000 for the fiscal year ending 2025-12-31.
GOOGL,wrong_company,false,3794000000,132170000000,contradicted,not_credible,True,0.885,True,"The claim of a reported annual net income of 3,794,000,000 for the fiscal year ending 2025-12-31 is not supported by the available evidence. The evidence provided pertains to net income figures for 2026 and does not include any data for the fiscal year 2025.",Alphabet Inc. reported annual net income of 3794000000 for the fiscal year ending 2025-12-31.
GOOGL,wrong_time,false,132170000000,100118000000,contradicted,not_credible,True,0.885,True,"The claim of a reported annual net income of 132170000000 for the fiscal year ending 2024-12-31 is not supported by the provided evidence, which only includes net income figures for fiscal years 2025 and 2026.",Alphabet Inc. reported annual net income of 132170000000 for the fiscal year ending 2024-12-31.
AMZN,none,true,716924000000,716924000000,contradicted,not_credible,False,0.885,True,The claim of reported annual revenue of 716924000000 for the fiscal year ending 2025-12-31 is not supported by the available evidence. The evidence provided does not contain any revenue figures for the fiscal year 2025.,"AMAZON.COM, INC. reported annual revenue of 716924000000 for the fiscal year ending 2025-12-31."
AMZN,number_big,false,1075386000000,716924000000,contradicted,not_credible,True,0.885,True,"The claim of reported annual revenue of 1,075,386,000,000 for the fiscal year ending 2025-12-31 is not supported by the available evidence. The evidence provided pertains to revenue figures for 2026 and earlier, with no specific mention of the fiscal year 2025.","AMAZON.COM, INC. reported annual revenue of 1075386000000 for the fiscal year ending 2025-12-31."
AMZN,number_small,false,745601000000,716924000000,contradicted,not_credible,True,0.885,True,"The claim of reported annual revenue of 745601000000 for the fiscal year ending 2025-12-31 is not supported by the provided evidence. The evidence includes revenue figures for 2026 and earlier years, but does not contain any information regarding the fiscal year 2025.","AMAZON.COM, INC. reported annual revenue of 745601000000 for the fiscal year ending 2025-12-31."
AMZN,wrong_company,false,45183036000,716924000000,contradicted,not_credible,True,0.885,True,"The claim of reported annual revenue of 45183036000 for the fiscal year ending 2025-12-31 is not supported by the provided evidence. The evidence includes revenue figures for 2026 and earlier years, but does not contain any information regarding the fiscal year 2025.","AMAZON.COM, INC. reported annual revenue of 45183036000 for the fiscal year ending 2025-12-31."
AMZN,wrong_time,false,716924000000,637959000000,contradicted,not_credible,True,0.885,True,The claim of reported annual revenue of 716924000000 for the fiscal year ending 2024-12-31 is not supported by the provided evidence. The evidence does not contain any financial data for the fiscal year 2024.,"AMAZON.COM, INC. reported annual revenue of 716924000000 for the fiscal year ending 2024-12-31."
AMZN,none,true,77670000000,77670000000,contradicted,not_credible,False,0.885,True,"The claim of an annual net income of 77,670,000,000 for the fiscal year ending 2025-12-31 is not supported by the available evidence, which only provides net income figures for Q1 2026 and does not include any data for the fiscal year 2025.","AMAZON.COM, INC. reported annual net income of 77670000000 for the fiscal year ending 2025-12-31."
AMZN,number_big,false,116505000000,77670000000,contradicted,not_credible,True,0.885,True,"The claim of a reported annual net income of 116,505,000,000 for the fiscal year ending 2025-12-31 is not supported by the available evidence. The evidence provided pertains to net income figures for Q1 2026 and does not include any annual net income figures for the fiscal year 2025.","AMAZON.COM, INC. reported annual net income of 116505000000 for the fiscal year ending 2025-12-31."
AMZN,number_small,false,80777000000,77670000000,contradicted,not_credible,True,0.885,True,"The claim of an annual net income of 80,777,000,000 for the fiscal year ending 2025-12-31 is not supported by the available evidence, which only provides net income figures for 2026 and does not include any data for the fiscal year 2025.","AMAZON.COM, INC. reported annual net income of 80777000000 for the fiscal year ending 2025-12-31."
AMZN,wrong_company,false,3794000000,77670000000,contradicted,not_credible,True,0.885,True,"The claim of a reported annual net income of 3,794,000,000 for the fiscal year ending 2025-12-31 is not supported by the available evidence. The evidence provided pertains to net income figures for 2026 and does not include any data for the fiscal year 2025.","AMAZON.COM, INC. reported annual net income of 3794000000 for the fiscal year ending 2025-12-31."
AMZN,wrong_time,false,77670000000,59248000000,contradicted,not_credible,True,0.885,True,"The claim of a reported annual net income of 77,670,000,000 for the fiscal year ending 2024-12-31 is not supported by the provided evidence. The evidence includes filings for 2026, which do not pertain to the fiscal year in question.","AMAZON.COM, INC. reported annual net income of 77670000000 for the fiscal year ending 2024-12-31."
META,none,true,200966000000,200966000000,partially_supported,uncertain,False,0.82,False,Only some material numeric values in the claim were matched directly in the evidence.,"Meta Platforms, Inc. reported annual revenue of 200966000000 for the fiscal year ending 2025-12-31."
META,number_big,false,301449000000,200966000000,partially_supported,uncertain,False,0.82,False,Only some material numeric values in the claim were matched directly in the evidence.,"Meta Platforms, Inc. reported annual revenue of 301449000000 for the fiscal year ending 2025-12-31."
META,number_small,false,209005000000,200966000000,partially_supported,uncertain,False,0.82,False,Only some material numeric values in the claim were matched directly in the evidence.,"Meta Platforms, Inc. reported annual revenue of 209005000000 for the fiscal year ending 2025-12-31."
META,wrong_company,false,716924000000,200966000000,partially_supported,uncertain,False,0.82,False,Only some material numeric values in the claim were matched directly in the evidence.,"Meta Platforms, Inc. reported annual revenue of 716924000000 for the fiscal year ending 2025-12-31."
META,wrong_time,false,200966000000,164501000000,partially_supported,uncertain,False,0.82,False,Only some material numeric values in the claim were matched directly in the evidence.,"Meta Platforms, Inc. reported annual revenue of 200966000000 for the fiscal year ending 2024-12-31."
META,none,true,60458000000,60458000000,contradicted,not_credible,False,0.872,False,"The claim of a reported annual net income of 60,458,000,000 for the fiscal year ending 2025-12-31 is not supported by the provided evidence, which only includes net income figures for Q1 of 2026 and does not reference the fiscal year 2025.","Meta Platforms, Inc. reported annual net income of 60458000000 for the fiscal year ending 2025-12-31."
META,number_big,false,90687000000,60458000000,contradicted,not_credible,True,0.872,False,"The claim of a reported annual net income of 90,687,000,000 for the fiscal year ending 2025-12-31 is contradicted by the evidence, which shows net income figures for 2026 Q1 but does not support the claim for the entire fiscal year 2025.","Meta Platforms, Inc. reported annual net income of 90687000000 for the fiscal year ending 2025-12-31."
META,number_small,false,62876000000,60458000000,contradicted,not_credible,True,0.872,False,"The claim of a reported annual net income of 62876000000 for the fiscal year ending 2025-12-31 is not supported by the provided evidence, which only includes net income figures for Q1 of 2026 and does not reference the fiscal year 2025.","Meta Platforms, Inc. reported annual net income of 62876000000 for the fiscal year ending 2025-12-31."
META,wrong_company,false,132170000000,60458000000,contradicted,not_credible,True,0.872,False,"The reported annual net income of 132170000000 for the fiscal year ending 2025-12-31 is contradicted by the evidence, which shows net income figures for 2026 Q1 but does not support the claim for the entire fiscal year 2025.","Meta Platforms, Inc. reported annual net income of 132170000000 for the fiscal year ending 2025-12-31."
META,wrong_time,false,60458000000,62360000000,contradicted,not_credible,True,0.872,False,"The claim of a reported annual net income of 60,458,000,000 for the fiscal year ending 2024-12-31 is not supported by the provided evidence, which only includes net income figures for Q1 of 2026.","Meta Platforms, Inc. reported annual net income of 60458000000 for the fiscal year ending 2024-12-31."
TSLA,none,true,94827000000,94827000000,contradicted,not_credible,False,0.879,True,"The claim regarding the reported annual revenue of 94,827,000,000 for the fiscal year ending 2025-12-31 is not supported by the available evidence, which only includes data for the fiscal year 2026.","Tesla, Inc. reported annual revenue of 94827000000 for the fiscal year ending 2025-12-31."
TSLA,number_big,false,142240000000,94827000000,contradicted,not_credible,True,0.879,True,"The claim of reported annual revenue of 142240000000 for the fiscal year ending 2025-12-31 is not supported by the available evidence, which only includes revenue figures for Q1 2026.","Tesla, Inc. reported annual revenue of 142240000000 for the fiscal year ending 2025-12-31."
TSLA,number_small,false,98620000000,94827000000,contradicted,not_credible,True,0.879,True,"The claim of reported annual revenue of 98,620,000,000 for the fiscal year ending 2025-12-31 is not supported by the available evidence, which only includes revenue figures for Q1 of 2026.","Tesla, Inc. reported annual revenue of 98620000000 for the fiscal year ending 2025-12-31."
TSLA,wrong_company,false,716924000000,94827000000,contradicted,not_credible,True,0.879,True,"The claim of reported annual revenue of 716924000000 for the fiscal year ending 2025-12-31 is not supported by the available evidence, which only includes revenue figures for Q1 2026.","Tesla, Inc. reported annual revenue of 716924000000 for the fiscal year ending 2025-12-31."
TSLA,wrong_time,false,94827000000,97690000000,contradicted,not_credible,True,0.879,True,"The claim regarding the reported annual revenue of 94,827,000,000 for the fiscal year ending 2024-12-31 is not supported by the provided evidence, which only includes data for fiscal years beyond 2024.","Tesla, Inc. reported annual revenue of 94827000000 for the fiscal year ending 2024-12-31."
TSLA,none,true,3794000000,3794000000,contradicted,not_credible,False,0.879,True,"The claim of a reported annual net income of 3,794,000,000 for the fiscal year ending 2025-12-31 is not supported by the available evidence, which only includes net income figures for Q1 of 2026 and does not provide any information for the fiscal year 2025.","Tesla, Inc. reported annual net income of 3794000000 for the fiscal year ending 2025-12-31."
TSLA,number_big,false,5691000000,3794000000,contradicted,not_credible,True,0.879,True,"The claim of a reported annual net income of 5,691,000,000 for the fiscal year ending 2025-12-31 is not supported by the available evidence, which only includes net income figures for 2026.","Tesla, Inc. reported annual net income of 5691000000 for the fiscal year ending 2025-12-31."
TSLA,number_small,false,3946000000,3794000000,contradicted,not_credible,True,0.879,True,"The claim of a reported annual net income of 3,946,000,000 for the fiscal year ending 2025-12-31 is not supported by the available evidence, which only includes net income figures for 2026 Q1.","Tesla, Inc. reported annual net income of 3946000000 for the fiscal year ending 2025-12-31."
TSLA,wrong_company,false,132170000000,3794000000,contradicted,not_credible,True,0.879,True,"The claim of a reported annual net income of 132170000000 for the fiscal year ending 2025-12-31 is not supported by the available evidence, which only includes net income figures for Q1 2026.","Tesla, Inc. reported annual net income of 132170000000 for the fiscal year ending 2025-12-31."
TSLA,wrong_time,false,3794000000,7091000000,contradicted,not_credible,True,0.879,True,"The claim of a reported annual net income of 3,794,000,000 for the fiscal year ending 2024-12-31 is not supported by the provided evidence, which only includes net income figures for 2026.","Tesla, Inc. reported annual net income of 3794000000 for the fiscal year ending 2024-12-31."
NFLX,none,true,45183036000,45183036000,contradicted,not_credible,False,0.869,False,"The claim of reported annual revenue of 45183036000 for the fiscal year ending 2025-12-31 is not supported by the provided evidence, which only includes revenue figures for Q1 of 2026.","Netflix, Inc. reported annual revenue of 45183036000 for the fiscal year ending 2025-12-31."
NFLX,number_big,false,67775000000,45183036000,contradicted,not_credible,True,0.869,False,"The claim of reported annual revenue of 67,775,000,000 for the fiscal year ending 2025-12-31 is not supported by the provided evidence, which only includes revenue figures for Q1 of 2026 and does not reference the fiscal year 2025.","Netflix, Inc. reported annual revenue of 67775000000 for the fiscal year ending 2025-12-31."
NFLX,number_small,false,46990000000,45183036000,contradicted,not_credible,True,0.869,False,"The claim of reported annual revenue of 46,990,000,000 for the fiscal year ending 2025-12-31 is not supported by the provided evidence, which only includes revenue figures for Q1 of 2026.","Netflix, Inc. reported annual revenue of 46990000000 for the fiscal year ending 2025-12-31."
NFLX,wrong_company,false,716924000000,45183036000,contradicted,not_credible,True,0.869,False,"The claim of reported annual revenue of 716924000000 for the fiscal year ending 2025-12-31 is not supported by the provided evidence, which only includes revenue figures for Q1 of 2026 and does not address the fiscal year 2025.","Netflix, Inc. reported annual revenue of 716924000000 for the fiscal year ending 2025-12-31."
NFLX,wrong_time,false,45183036000,39000966000,contradicted,not_credible,True,0.869,False,"The claim of reported annual revenue of 45183036000 for the fiscal year ending 2024-12-31 is not supported by the provided evidence, which only includes revenue figures for Q1 of 2026.","Netflix, Inc. reported annual revenue of 45183036000 for the fiscal year ending 2024-12-31."
NFLX,none,true,10981201000,10981201000,contradicted,not_credible,False,0.869,False,"The claim of a reported annual net income of 10,981,201,000 for the fiscal year ending 2025-12-31 is not supported by the provided evidence, which only includes net income figures for Q1 of 2026 and does not reference the fiscal year 2025.","Netflix, Inc. reported annual net income of 10981201000 for the fiscal year ending 2025-12-31."
NFLX,number_big,false,16472000000,10981201000,contradicted,not_credible,True,0.869,False,"The claim of a reported annual net income of 16,472,000,000 for the fiscal year ending 2025-12-31 is not supported by the provided evidence, which only includes net income figures for Q1 of 2026 and does not reference the fiscal year 2025.","Netflix, Inc. reported annual net income of 16472000000 for the fiscal year ending 2025-12-31."
NFLX,number_small,false,11420000000,10981201000,contradicted,not_credible,True,0.869,False,"The claim of a reported annual net income of 11,420,000,000 for the fiscal year ending 2025-12-31 is not supported by the provided evidence, which only includes net income figures for Q1 of 2026 and does not reference the fiscal year 2025.","Netflix, Inc. reported annual net income of 11420000000 for the fiscal year ending 2025-12-31."
NFLX,wrong_company,false,132170000000,10981201000,contradicted,not_credible,True,0.869,False,"The claim of a reported annual net income of 132170000000 for the fiscal year ending 2025-12-31 is not supported by the provided evidence, which only includes net income figures for Q1 of 2026 and does not reference the fiscal year 2025.","Netflix, Inc. reported annual net income of 132170000000 for the fiscal year ending 2025-12-31."
NFLX,wrong_time,false,10981201000,8711631000,contradicted,not_credible,True,0.869,False,"The claim of a reported annual net income of 10,981,201,000 for the fiscal year ending 2024-12-31 is not supported by the provided evidence, which only includes net income figures for Q1 of 2026.","Netflix, Inc. reported annual net income of 10981201000 for the fiscal year ending 2024-12-31."
JPM,none,true,182447000000,182447000000,contradicted,not_credible,False,0.855,False,"The claim that JPMORGAN CHASE & CO reported annual revenue of 182447000000 for the fiscal year ending 2025-12-31 is contradicted by the evidence, which states the revenue for the same period is 158104000000 and 177556000000.",JPMORGAN CHASE & CO reported annual revenue of 182447000000 for the fiscal year ending 2025-12-31.
JPM,number_big,false,273670000000,182447000000,contradicted,not_credible,True,0.855,False,"The claim that JPMORGAN CHASE & CO reported annual revenue of 273670000000 for the fiscal year ending 2025-12-31 is contradicted by the evidence, which states revenues of 158104000000 and 177556000000 for the same fiscal year.",JPMORGAN CHASE & CO reported annual revenue of 273670000000 for the fiscal year ending 2025-12-31.
JPM,number_small,false,189745000000,182447000000,contradicted,not_credible,True,0.855,False,"The claim that JPMORGAN CHASE & CO reported annual revenue of 189,745,000,000 for the fiscal year ending 2025-12-31 is contradicted by the evidence, which states that the reported revenues for the same fiscal year are 158,104,000,000 and 177,556,000,000.",JPMORGAN CHASE & CO reported annual revenue of 189745000000 for the fiscal year ending 2025-12-31.
JPM,wrong_company,false,716924000000,182447000000,contradicted,not_credible,True,0.855,False,"The claim states that JPMORGAN CHASE & CO reported annual revenue of 716924000000 for the fiscal year ending 2025-12-31. However, the evidence shows that the reported revenues for the fiscal year 2025 are 158104000000 and 177556000000, which contradicts the claim.",JPMORGAN CHASE & CO reported annual revenue of 716924000000 for the fiscal year ending 2025-12-31.
JPM,wrong_time,false,182447000000,177556000000,contradicted,not_credible,True,0.855,False,"The claim states that JPMORGAN CHASE & CO reported annual revenue of 182447000000 for the fiscal year ending 2024-12-31. However, the evidence indicates that the revenue for the fiscal year 2025 is reported as 158104000000 and 177556000000, which contradicts the claim for 2024.",JPMORGAN CHASE & CO reported annual revenue of 182447000000 for the fiscal year ending 2024-12-31.
JPM,none,true,57048000000,57048000000,contradicted,not_credible,False,0.873,False,The claim regarding JPMORGAN CHASE & CO's annual net income for the fiscal year ending 2025-12-31 cannot be verified as there is no evidence provided for that specific fiscal year. The evidence only includes net income figures for Q1 of 2026.,JPMORGAN CHASE & CO reported annual net income of 57048000000 for the fiscal year ending 2025-12-31.
