ticker,metric,falsification,label,stated_value,true_value,overall_label,numeric_verdict,final_confidence,tool_binary,correct,error_type,reason,claim
MSFT,annual revenue,wrong_time,false,281724000000,245122000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 281,724,000,000 for FY 2024; filings report 245,122,000,000",MICROSOFT CORPORATION reported annual revenue of 281724000000 for the fiscal year ending 2024-06-30.
MSFT,annual net income,none,true,101832000000,101832000000,High,verified,0.778,credible,True,,"matched 101,832,000,000 for FY 2025",MICROSOFT CORPORATION reported annual net income of 101832000000 for the fiscal year ending 2025-06-30.
MSFT,annual net income,number_big,false,152748000000,101832000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 152,748,000,000 for FY 2025; filings report 101,832,000,000",MICROSOFT CORPORATION reported annual net income of 152748000000 for the fiscal year ending 2025-06-30.
MSFT,annual net income,number_small,false,105905000000,101832000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 105,905,000,000 for FY 2025; filings report 101,832,000,000",MICROSOFT CORPORATION reported annual net income of 105905000000 for the fiscal year ending 2025-06-30.
MSFT,annual net income,wrong_company,false,3794000000,101832000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 3,794,000,000 for FY 2025; filings report 101,832,000,000",MICROSOFT CORPORATION reported annual net income of 3794000000 for the fiscal year ending 2025-06-30.
MSFT,annual net income,wrong_time,false,101832000000,88136000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 101,832,000,000 for FY 2024; filings report 88,136,000,000",MICROSOFT CORPORATION reported annual net income of 101832000000 for the fiscal year ending 2024-06-30.
NVDA,annual revenue,none,true,215938000000,215938000000,High,verified,0.809,credible,True,,"matched 215,938,000,000 for FY 2026",NVIDIA CORP reported annual revenue of 215938000000 for the fiscal year ending 2026-01-25.
NVDA,annual revenue,number_big,false,323907000000,215938000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 323,907,000,000 for FY 2026; filings report 215,938,000,000",NVIDIA CORP reported annual revenue of 323907000000 for the fiscal year ending 2026-01-25.
NVDA,annual revenue,number_small,false,224576000000,215938000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 224,576,000,000 for FY 2026; filings report 215,938,000,000",NVIDIA CORP reported annual revenue of 224576000000 for the fiscal year ending 2026-01-25.
NVDA,annual revenue,wrong_company,false,716924000000,215938000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 716,924,000,000 for FY 2026; filings report 215,938,000,000",NVIDIA CORP reported annual revenue of 716924000000 for the fiscal year ending 2026-01-25.
NVDA,annual revenue,wrong_time,false,215938000000,130497000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 215,938,000,000 for FY 2025; filings report 130,497,000,000",NVIDIA CORP reported annual revenue of 215938000000 for the fiscal year ending 2025-01-26.
NVDA,annual net income,none,true,120067000000,120067000000,High,verified,0.817,credible,True,,"matched 120,067,000,000 for FY 2026",NVIDIA CORP reported annual net income of 120067000000 for the fiscal year ending 2026-01-25.
NVDA,annual net income,number_big,false,180100000000,120067000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 180,100,000,000 for FY 2026; filings report 120,067,000,000",NVIDIA CORP reported annual net income of 180100000000 for the fiscal year ending 2026-01-25.
NVDA,annual net income,number_small,false,124870000000,120067000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 124,870,000,000 for FY 2026; filings report 120,067,000,000",NVIDIA CORP reported annual net income of 124870000000 for the fiscal year ending 2026-01-25.
NVDA,annual net income,wrong_company,false,3794000000,120067000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 3,794,000,000 for FY 2026; filings report 120,067,000,000",NVIDIA CORP reported annual net income of 3794000000 for the fiscal year ending 2026-01-25.
NVDA,annual net income,wrong_time,false,120067000000,72880000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 120,067,000,000 for FY 2025; filings report 72,880,000,000",NVIDIA CORP reported annual net income of 120067000000 for the fiscal year ending 2025-01-26.
GOOGL,annual revenue,none,true,402836000000,402836000000,High,verified,0.805,credible,True,,"matched 402,836,000,000 for FY 2025",Alphabet Inc. reported annual revenue of 402836000000 for the fiscal year ending 2025-12-31.
GOOGL,annual revenue,number_big,false,604254000000,402836000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 604,254,000,000 for FY 2025; filings report 402,836,000,000",Alphabet Inc. reported annual revenue of 604254000000 for the fiscal year ending 2025-12-31.
GOOGL,annual revenue,number_small,false,418949000000,402836000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 418,949,000,000 for FY 2025; filings report 402,836,000,000",Alphabet Inc. reported annual revenue of 418949000000 for the fiscal year ending 2025-12-31.
GOOGL,annual revenue,wrong_company,false,45183036000,402836000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 45,183,036,000 for FY 2025; filings report 402,836,000,000",Alphabet Inc. reported annual revenue of 45183036000 for the fiscal year ending 2025-12-31.
GOOGL,annual revenue,wrong_time,false,402836000000,350018000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 402,836,000,000 for FY 2024; filings report 350,018,000,000",Alphabet Inc. reported annual revenue of 402836000000 for the fiscal year ending 2024-12-31.
GOOGL,annual net income,none,true,132170000000,132170000000,High,verified,0.814,credible,True,,"matched 132,170,000,000 for FY 2025",Alphabet Inc. reported annual net income of 132170000000 for the fiscal year ending 2025-12-31.
GOOGL,annual net income,number_big,false,198255000000,132170000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 198,255,000,000 for FY 2025; filings report 132,170,000,000",Alphabet Inc. reported annual net income of 198255000000 for the fiscal year ending 2025-12-31.
GOOGL,annual net income,number_small,false,137457000000,132170000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 137,457,000,000 for FY 2025; filings report 132,170,000,000",Alphabet Inc. reported annual net income of 137457000000 for the fiscal year ending 2025-12-31.
GOOGL,annual net income,wrong_company,false,3794000000,132170000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 3,794,000,000 for FY 2025; filings report 132,170,000,000",Alphabet Inc. reported annual net income of 3794000000 for the fiscal year ending 2025-12-31.
GOOGL,annual net income,wrong_time,false,132170000000,100118000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 132,170,000,000 for FY 2024; filings report 100,118,000,000",Alphabet Inc. reported annual net income of 132170000000 for the fiscal year ending 2024-12-31.
AMZN,annual revenue,none,true,716924000000,716924000000,High,verified,0.806,credible,True,,"matched 716,924,000,000 for FY 2025","AMAZON.COM, INC. reported annual revenue of 716924000000 for the fiscal year ending 2025-12-31."
AMZN,annual revenue,number_big,false,1075386000000,716924000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 1,075,386,000,000 for FY 2025; filings report 716,924,000,000","AMAZON.COM, INC. reported annual revenue of 1075386000000 for the fiscal year ending 2025-12-31."
AMZN,annual revenue,number_small,false,745601000000,716924000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 745,601,000,000 for FY 2025; filings report 716,924,000,000","AMAZON.COM, INC. reported annual revenue of 745601000000 for the fiscal year ending 2025-12-31."
AMZN,annual revenue,wrong_company,false,45183036000,716924000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 45,183,036,000 for FY 2025; filings report 716,924,000,000","AMAZON.COM, INC. reported annual revenue of 45183036000 for the fiscal year ending 2025-12-31."
AMZN,annual revenue,wrong_time,false,716924000000,637959000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 716,924,000,000 for FY 2024; filings report 637,959,000,000","AMAZON.COM, INC. reported annual revenue of 716924000000 for the fiscal year ending 2024-12-31."
AMZN,annual net income,none,true,77670000000,77670000000,High,verified,0.815,credible,True,,"matched 77,670,000,000 for FY 2025","AMAZON.COM, INC. reported annual net income of 77670000000 for the fiscal year ending 2025-12-31."
AMZN,annual net income,number_big,false,116505000000,77670000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 116,505,000,000 for FY 2025; filings report 65,944,000,000, 70,623,000,000, 76,482,000,000, 77,670,000,000","AMAZON.COM, INC. reported annual net income of 116505000000 for the fiscal year ending 2025-12-31."
AMZN,annual net income,number_small,false,80777000000,77670000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 80,777,000,000 for FY 2025; filings report 65,944,000,000, 70,623,000,000, 76,482,000,000, 77,670,000,000","AMAZON.COM, INC. reported annual net income of 80777000000 for the fiscal year ending 2025-12-31."
AMZN,annual net income,wrong_company,false,3794000000,77670000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 3,794,000,000 for FY 2025; filings report 65,944,000,000, 70,623,000,000, 76,482,000,000, 77,670,000,000","AMAZON.COM, INC. reported annual net income of 3794000000 for the fiscal year ending 2025-12-31."
AMZN,annual net income,wrong_time,false,77670000000,59248000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 77,670,000,000 for FY 2024; filings report 59,248,000,000","AMAZON.COM, INC. reported annual net income of 77670000000 for the fiscal year ending 2024-12-31."
META,annual revenue,none,true,200966000000,200966000000,High,verified,0.812,credible,True,,"matched 200,966,000,000 for FY 2025","Meta Platforms, Inc. reported annual revenue of 200966000000 for the fiscal year ending 2025-12-31."
META,annual revenue,number_big,false,301449000000,200966000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 301,449,000,000 for FY 2025; filings report 200,966,000,000","Meta Platforms, Inc. reported annual revenue of 301449000000 for the fiscal year ending 2025-12-31."
META,annual revenue,number_small,false,209005000000,200966000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 209,005,000,000 for FY 2025; filings report 200,966,000,000","Meta Platforms, Inc. reported annual revenue of 209005000000 for the fiscal year ending 2025-12-31."
META,annual revenue,wrong_company,false,716924000000,200966000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 716,924,000,000 for FY 2025; filings report 200,966,000,000","Meta Platforms, Inc. reported annual revenue of 716924000000 for the fiscal year ending 2025-12-31."
META,annual revenue,wrong_time,false,200966000000,164501000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 200,966,000,000 for FY 2024; filings report 164,501,000,000","Meta Platforms, Inc. reported annual revenue of 200966000000 for the fiscal year ending 2024-12-31."
META,annual net income,none,true,60458000000,60458000000,High,verified,0.819,credible,True,,"matched 60,458,000,000 for FY 2025","Meta Platforms, Inc. reported annual net income of 60458000000 for the fiscal year ending 2025-12-31."
META,annual net income,number_big,false,90687000000,60458000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 90,687,000,000 for FY 2025; filings report 60,458,000,000","Meta Platforms, Inc. reported annual net income of 90687000000 for the fiscal year ending 2025-12-31."
META,annual net income,number_small,false,62876000000,60458000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 62,876,000,000 for FY 2025; filings report 60,458,000,000","Meta Platforms, Inc. reported annual net income of 62876000000 for the fiscal year ending 2025-12-31."
META,annual net income,wrong_company,false,132170000000,60458000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 132,170,000,000 for FY 2025; filings report 60,458,000,000","Meta Platforms, Inc. reported annual net income of 132170000000 for the fiscal year ending 2025-12-31."
META,annual net income,wrong_time,false,60458000000,62360000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 60,458,000,000 for FY 2024; filings report 62,360,000,000","Meta Platforms, Inc. reported annual net income of 60458000000 for the fiscal year ending 2024-12-31."
TSLA,annual revenue,none,true,94827000000,94827000000,High,verified,0.804,credible,True,,"matched 94,827,000,000 for FY 2025","Tesla, Inc. reported annual revenue of 94827000000 for the fiscal year ending 2025-12-31."
TSLA,annual revenue,number_big,false,142240000000,94827000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 142,240,000,000 for FY 2025; filings report 94,827,000,000","Tesla, Inc. reported annual revenue of 142240000000 for the fiscal year ending 2025-12-31."
TSLA,annual revenue,number_small,false,98620000000,94827000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 98,620,000,000 for FY 2025; filings report 94,827,000,000","Tesla, Inc. reported annual revenue of 98620000000 for the fiscal year ending 2025-12-31."
TSLA,annual revenue,wrong_company,false,716924000000,94827000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 716,924,000,000 for FY 2025; filings report 94,827,000,000","Tesla, Inc. reported annual revenue of 716924000000 for the fiscal year ending 2025-12-31."
TSLA,annual revenue,wrong_time,false,94827000000,97690000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 94,827,000,000 for FY 2024; filings report 97,690,000,000","Tesla, Inc. reported annual revenue of 94827000000 for the fiscal year ending 2024-12-31."
TSLA,annual net income,none,true,3794000000,3794000000,High,verified,0.799,credible,True,,"matched 3,794,000,000 for FY 2025","Tesla, Inc. reported annual net income of 3794000000 for the fiscal year ending 2025-12-31."
TSLA,annual net income,number_big,false,5691000000,3794000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 5,691,000,000 for FY 2025; filings report 3,794,000,000","Tesla, Inc. reported annual net income of 5691000000 for the fiscal year ending 2025-12-31."
TSLA,annual net income,number_small,false,3946000000,3794000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 3,946,000,000 for FY 2025; filings report 3,794,000,000","Tesla, Inc. reported annual net income of 3946000000 for the fiscal year ending 2025-12-31."
TSLA,annual net income,wrong_company,false,132170000000,3794000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 132,170,000,000 for FY 2025; filings report 3,794,000,000","Tesla, Inc. reported annual net income of 132170000000 for the fiscal year ending 2025-12-31."
TSLA,annual net income,wrong_time,false,3794000000,7091000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 3,794,000,000 for FY 2024; filings report 7,091,000,000","Tesla, Inc. reported annual net income of 3794000000 for the fiscal year ending 2024-12-31."
NFLX,annual revenue,none,true,45183036000,45183036000,High,verified,0.803,credible,True,,"matched 45,183,036,000 for FY 2025","Netflix, Inc. reported annual revenue of 45183036000 for the fiscal year ending 2025-12-31."
NFLX,annual revenue,number_big,false,67775000000,45183036000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 67,775,000,000 for FY 2025; filings report 45,183,036,000","Netflix, Inc. reported annual revenue of 67775000000 for the fiscal year ending 2025-12-31."
NFLX,annual revenue,number_small,false,46990000000,45183036000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 46,990,000,000 for FY 2025; filings report 45,183,036,000","Netflix, Inc. reported annual revenue of 46990000000 for the fiscal year ending 2025-12-31."
NFLX,annual revenue,wrong_company,false,716924000000,45183036000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 716,924,000,000 for FY 2025; filings report 45,183,036,000","Netflix, Inc. reported annual revenue of 716924000000 for the fiscal year ending 2025-12-31."
NFLX,annual revenue,wrong_time,false,45183036000,39000966000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 45,183,036,000 for FY 2024; filings report 39,000,966,000","Netflix, Inc. reported annual revenue of 45183036000 for the fiscal year ending 2024-12-31."
NFLX,annual net income,none,true,10981201000,10981201000,High,verified,0.753,credible,True,,"matched 10,981,201,000 for FY 2025","Netflix, Inc. reported annual net income of 10981201000 for the fiscal year ending 2025-12-31."
NFLX,annual net income,number_big,false,16472000000,10981201000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 16,472,000,000 for FY 2025; filings report 10,981,000,000","Netflix, Inc. reported annual net income of 16472000000 for the fiscal year ending 2025-12-31."
NFLX,annual net income,number_small,false,11420000000,10981201000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 11,420,000,000 for FY 2025; filings report 10,981,000,000","Netflix, Inc. reported annual net income of 11420000000 for the fiscal year ending 2025-12-31."
NFLX,annual net income,wrong_company,false,132170000000,10981201000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 132,170,000,000 for FY 2025; filings report 10,981,000,000","Netflix, Inc. reported annual net income of 132170000000 for the fiscal year ending 2025-12-31."
NFLX,annual net income,wrong_time,false,10981201000,8711631000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 10,981,201,000 for FY 2024; filings report 8,712,000,000","Netflix, Inc. reported annual net income of 10981201000 for the fiscal year ending 2024-12-31."
JPM,annual revenue,none,true,182447000000,182447000000,High,verified,0.802,credible,True,,"matched 182,447,000,000 for FY 2025",JPMORGAN CHASE & CO reported annual revenue of 182447000000 for the fiscal year ending 2025-12-31.
JPM,annual revenue,number_big,false,273670000000,182447000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 273,670,000,000 for FY 2025; filings report 182,447,000,000",JPMORGAN CHASE & CO reported annual revenue of 273670000000 for the fiscal year ending 2025-12-31.
JPM,annual revenue,number_small,false,189745000000,182447000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 189,745,000,000 for FY 2025; filings report 182,447,000,000",JPMORGAN CHASE & CO reported annual revenue of 189745000000 for the fiscal year ending 2025-12-31.
JPM,annual revenue,wrong_company,false,716924000000,182447000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 716,924,000,000 for FY 2025; filings report 182,447,000,000",JPMORGAN CHASE & CO reported annual revenue of 716924000000 for the fiscal year ending 2025-12-31.
JPM,annual revenue,wrong_time,false,182447000000,177556000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 182,447,000,000 for FY 2024; filings report 177,556,000,000",JPMORGAN CHASE & CO reported annual revenue of 182447000000 for the fiscal year ending 2024-12-31.
JPM,annual net income,none,true,57048000000,57048000000,High,verified,0.749,credible,True,,"matched 57,048,000,000 for FY 2025",JPMORGAN CHASE & CO reported annual net income of 57048000000 for the fiscal year ending 2025-12-31.
JPM,annual net income,number_big,false,85572000000,57048000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 85,572,000,000 for FY 2025; filings report 57,000,000,000",JPMORGAN CHASE & CO reported annual net income of 85572000000 for the fiscal year ending 2025-12-31.
JPM,annual net income,number_small,false,59330000000,57048000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 59,330,000,000 for FY 2025; filings report 57,000,000,000",JPMORGAN CHASE & CO reported annual net income of 59330000000 for the fiscal year ending 2025-12-31.
JPM,annual net income,wrong_company,false,132170000000,57048000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 132,170,000,000 for FY 2025; filings report 57,000,000,000",JPMORGAN CHASE & CO reported annual net income of 132170000000 for the fiscal year ending 2025-12-31.
JPM,annual net income,wrong_time,false,57048000000,58471000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 57,048,000,000 for FY 2024; filings report 58,500,000,000",JPMORGAN CHASE & CO reported annual net income of 57048000000 for the fiscal year ending 2024-12-31.
XOM,annual revenue,none,true,332238000000,332238000000,High,verified,0.802,credible,True,,"matched 332,238,000,000 for FY 2025",Exxon Mobil Corporation reported annual revenue of 332238000000 for the fiscal year ending 2025-12-31.
XOM,annual revenue,number_big,false,498357000000,332238000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 498,357,000,000 for FY 2025; filings report 332,238,000,000",Exxon Mobil Corporation reported annual revenue of 498357000000 for the fiscal year ending 2025-12-31.
XOM,annual revenue,number_small,false,345528000000,332238000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 345,528,000,000 for FY 2025; filings report 332,238,000,000",Exxon Mobil Corporation reported annual revenue of 345528000000 for the fiscal year ending 2025-12-31.
XOM,annual revenue,wrong_company,false,716924000000,332238000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 716,924,000,000 for FY 2025; filings report 332,238,000,000",Exxon Mobil Corporation reported annual revenue of 716924000000 for the fiscal year ending 2025-12-31.
XOM,annual revenue,wrong_time,false,332238000000,349585000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 332,238,000,000 for FY 2024; filings report 349,585,000,000",Exxon Mobil Corporation reported annual revenue of 332238000000 for the fiscal year ending 2024-12-31.
XOM,annual net income,none,true,28844000000,28844000000,High,verified,0.782,credible,True,,"matched 28,844,000,000 for FY 2025",Exxon Mobil Corporation reported annual net income of 28844000000 for the fiscal year ending 2025-12-31.
XOM,annual net income,number_big,false,43266000000,28844000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 43,266,000,000 for FY 2025; filings report 28,844,000,000",Exxon Mobil Corporation reported annual net income of 43266000000 for the fiscal year ending 2025-12-31.
XOM,annual net income,number_small,false,29998000000,28844000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 29,998,000,000 for FY 2025; filings report 28,844,000,000",Exxon Mobil Corporation reported annual net income of 29998000000 for the fiscal year ending 2025-12-31.
XOM,annual net income,wrong_company,false,132170000000,28844000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 132,170,000,000 for FY 2025; filings report 28,844,000,000",Exxon Mobil Corporation reported annual net income of 132170000000 for the fiscal year ending 2025-12-31.
XOM,annual net income,wrong_time,false,28844000000,33680000000,Contradicted,contradicted,0.05,not_credible,True,,"claim states 28,844,000,000 for FY 2024; filings report 33,680,000,000",Exxon Mobil Corporation reported annual net income of 28844000000 for the fiscal year ending 2024-12-31.
